,accent,spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
39,España,1789.9983734065656,1723.4598555469258,3655.404317010309,-394.40775,127.8482,9.631891,20.599442,13.615873,-1.81651,9.751895,-1.0763104,-2.079945,0.47627273,-12.945178,-2.7623205,4.675393
40,España,1508.1626919825599,1444.8086033690781,2950.87361453202,-372.0421,119.63501,9.368681,14.053785,16.161955,1.3764936,3.303511,-1.6827188,1.3036627,1.9534681,-8.516817,-2.2171254,0.712227
41,España,1450.046648407942,1399.9790830549184,2794.220400528169,-343.72052,173.65118,8.446719,6.407019,16.10796,1.4937782,1.5020677,-4.777851,2.6563005,1.6058416,-17.43586,-7.6699743,2.203106
42,España,1745.5717114454794,1470.1581667287596,3302.1064609236237,-330.33533,158.46124,0.42206678,8.136696,16.470798,-0.5141027,1.5409547,-5.6671715,0.9689217,2.383475,-13.835105,-4.1107163,2.7571125
43,España,1760.0638785676883,1642.6784794214416,3515.9928531390133,-339.19415,149.72635,-4.4252,20.57552,21.6849,0.8698421,11.469089,-1.7465839,-0.051112562,4.5331903,-14.198737,-5.9477453,2.2492452
44,España,1595.0385969427923,1480.1910472110537,3064.914358600583,-336.26764,162.86305,3.3552125,12.8688,18.795376,3.0347562,7.5410137,-3.4058008,1.2141292,2.6021836,-14.869611,-3.2868474,4.330582
45,España,1063.2432387170147,1498.1727581432358,2054.441652097902,-449.65952,132.75737,6.1670985,30.169725,33.563366,7.2633443,17.220346,11.912096,2.6274574,8.922515,6.7518325,7.495512,8.033652
46,España,1130.2101612983731,1460.045599323923,2138.440716123499,-414.9363,131.67796,6.607659,25.07873,31.971632,6.875985,9.545423,7.7045155,5.67035,7.283821,3.450527,9.291762,7.004071
47,España,1242.5513939242903,1593.1136250711113,2605.0520222743257,-428.64584,126.93489,1.5175998,29.291544,32.44339,1.926662,11.772677,11.775395,4.55916,6.8806157,3.0959463,6.4359684,7.2996297
48,España,1041.4445792523015,1477.5238420501828,1996.343085106383,-418.364,147.33333,2.045951,33.131493,33.828087,2.279834,14.726541,10.296372,4.8833036,10.744552,4.800235,9.467355,9.013272
49,España,1307.0907282634437,1579.06329882108,2744.4937730627307,-409.73618,148.40463,-8.642137,26.817343,31.752163,-4.042382,8.2034855,8.020744,1.55412,4.8952355,1.7219416,8.167263,5.6761007
50,España,1227.1419328835166,1602.88484143714,2562.5,-426.38464,134.94557,-0.22693248,30.005932,32.34025,3.6472776,15.114464,8.88378,1.5105711,7.8275747,2.8866518,6.261891,7.220825
51,España,1425.109323765384,1585.0594127215913,2722.7464476021314,-387.0075,138.3596,-8.228262,34.92358,38.250687,2.8391705,14.440809,6.537524,0.097873285,9.846936,3.741344,5.625577,6.263971
52,España,1327.9127181876925,1637.1705234413864,2783.612804878049,-438.0935,136.46461,-7.7332716,33.78142,36.102467,0.98307014,12.211833,4.496953,-0.1749075,10.78844,3.3112986,4.519729,6.7229247
53,España,993.4611757194449,1406.0101034422976,1771.5491706161138,-428.252,155.16693,0.54415977,26.556992,30.016699,2.6821027,17.354927,12.635607,4.220546,8.307036,3.3243444,9.231096,9.325921
54,España,2441.0767402596894,1522.1460017317474,4063.04431352459,-486.41278,118.74468,-25.876774,7.2848573,22.538074,-7.5506454,-7.3695817,-9.735766,-4.947571,-0.14391965,-11.842443,-4.397945,-2.2017155
55,España,2473.989672537624,1386.8415953016342,3899.5404411764707,-453.46268,122.988235,-25.567883,6.2409267,21.992176,-6.745892,-4.7241516,-8.978124,-7.8792605,0.12638023,-6.9937105,-3.367489,-5.086701
56,España,2001.6533303899078,1403.816723880069,3383.4603658536585,-393.53223,142.37344,-18.63191,7.0162935,28.796442,-3.390939,-7.35076,-8.035651,-8.477855,-3.8512595,-9.585932,-6.731718,-5.466344
57,España,2180.4003747952074,1432.3092032242773,3677.869632963989,-391.20087,134.44667,-30.744934,3.088703,35.294186,7.71707,-3.4227996,-14.747959,-14.5013485,-5.7499175,-10.19693,-4.104558,-4.7338347
58,España,1922.9474292030582,1386.654893365752,3395.4294786096257,-372.98984,156.08437,-26.490934,0.92776656,33.072445,-1.1033187,-10.662213,-10.051025,-9.927068,-7.854501,-11.984408,-6.5095396,-6.2719107
59,España,2260.687103034142,1510.842025980421,3760.1621240601503,-418.9093,131.5419,-18.158005,0.1100748,15.980596,-5.8487515,-3.701889,-7.747133,-6.7769723,-1.7048441,-11.306874,-6.8613873,-3.3497329
60,España,2266.5892477015846,1491.8741026957364,3831.997084548105,-401.46323,130.20474,-21.777992,-5.842105,16.372145,-3.8417118,-6.1559467,-9.34921,-8.963779,-4.8046236,-8.227765,-2.913193,-4.490146
61,España,1982.3232903842477,1454.6236039697355,3539.278314917127,-375.71402,148.16891,-24.99839,-2.963924,23.237223,-2.0060089,-4.2849035,-7.7050953,-9.568996,-7.77119,-14.21809,-5.59087,-3.1345522
62,España,2309.825430565735,1537.325314853519,3981.714527027027,-392.30075,140.41719,-33.438343,-3.6394284,23.03013,-4.1061854,-3.7575386,-6.648458,-9.873706,-7.601077,-11.716133,-2.1511543,-1.9887623
63,España,1638.572672973624,1300.6993873851893,2942.884103019538,-462.45898,108.20647,20.723606,-4.8833494,6.8623614,6.638944,-0.320203,-0.40923205,2.416802,2.8704796,-1.2038143,-8.463968,-12.899265
64,España,1521.0589152802988,1177.0132191335529,2599.3906853281856,-427.99075,132.63605,20.109425,-0.4402193,13.497172,9.264677,1.1623254,-3.390137,-0.04950022,3.2028136,-4.189918,-10.87623,-12.818102
65,España,1548.3683750932685,1245.3733951024021,2753.048780487805,-426.5871,100.71086,28.274632,5.0947957,9.221836,3.6031349,-5.2965965,-7.0895467,-2.7494373,1.8702393,-1.4868894,-10.105838,-13.756414
66,España,1505.9344995374372,1193.5837593022484,2699.6006459497207,-418.54092,113.401634,30.442688,-4.583751,-0.8500721,2.6803627,-0.5569291,-3.0863578,-1.0093273,2.3209913,-0.8256979,-9.520478,-13.626748
67,España,2030.7282781774409,1455.3209268122907,3640.3075851900394,-446.02243,92.63182,5.4068923,-8.597749,10.429415,8.571972,-2.0149233,-6.762091,-7.652838,-6.859448,-5.5895524,-2.091332,0.8386469
68,España,1648.283082239728,1279.245398434425,2977.895642201835,-402.6578,108.27583,20.118538,-7.33438,7.0144997,10.336615,0.74538344,-5.897094,-8.10164,-8.834792,-7.015757,-1.9690448,0.06748248
69,España,1566.439529288338,1238.171420074623,2799.5677699704142,-428.60382,126.98548,14.4670515,-9.689739,13.650163,9.820194,-6.3332267,-9.510419,-9.476001,-9.025876,-3.7686377,-0.6818421,-4.0843844
70,España,1985.3576960512082,1484.7573480363365,3564.828228476821,-463.39172,90.18893,14.01999,-2.003323,16.175772,11.896015,-5.255843,-8.389372,-4.51321,-4.041275,-2.4750023,-0.78472584,-4.1539397
71,España,2007.1667289290228,1444.6902138163077,3550.7307381465516,-446.66473,98.68226,9.94707,-6.2721157,6.0392027,2.6549473,-2.523634,-4.538046,-5.646992,-6.024177,-7.2256713,-4.3446712,-0.28688812
72,España,2137.126685748064,1872.5773756018714,4363.154172560113,-320.7697,118.914116,-36.87654,16.809113,16.579529,-16.448309,8.929894,-11.785803,-24.029156,2.9464839,-10.044926,-7.9443893,12.626324
73,España,1960.9626413494873,1824.256588242635,4053.069526627219,-347.97195,113.98969,-21.24902,15.26287,12.360328,-14.023934,6.0353146,-12.02927,-20.937098,2.0828319,-9.111101,-8.285159,7.936015
74,España,2063.8173547986203,1781.489772586657,4016.452032136106,-331.09494,119.99393,-26.615936,19.33723,16.887299,-16.613356,2.5140743,-16.453615,-22.614819,4.5467057,-11.002272,-13.152283,6.856974
75,España,2046.7511810240128,1884.4467342781425,4282.258064516129,-373.65182,95.178474,-20.79819,19.698515,11.916822,-14.169576,8.272489,-9.680519,-18.163538,3.936127,-10.551153,-11.143824,7.0860925
76,España,2191.9355893375823,1811.961371070774,4245.787116040956,-303.92697,135.88403,-37.736633,13.552439,9.867005,-25.140478,2.9288735,-18.751774,-27.846361,5.190911,-10.004841,-11.373098,8.829458
77,España,2064.131074554683,1856.3126276993792,4288.089989626556,-325.7108,121.483574,-25.575653,25.961958,19.576942,-14.461914,8.5735445,-16.326382,-27.782515,1.6147693,-11.727366,-12.355703,7.2636404
78,España,1946.5849197583098,1800.6302406166337,3941.436344375963,-309.63043,136.34616,-32.43484,13.068268,8.839997,-21.859165,4.450932,-18.905533,-25.702066,7.3236938,-9.592552,-10.278871,12.098617
79,España,2073.5186172284925,1861.955217139881,4168.853591160221,-332.91348,123.99393,-23.148886,24.969212,15.816849,-16.139364,7.0667377,-19.11573,-23.190475,12.527741,-7.451008,-14.149629,6.9861593
80,España,2185.9039626394524,1868.256241406189,4322.90423627685,-379.6905,102.84501,-18.736979,20.315805,14.14094,-13.849401,4.5298314,-15.308328,-20.962774,7.7182727,-5.591362,-10.937635,6.7421856
81,España,1406.5107312516393,1358.7459259232996,2513.5475601131543,-354.72253,143.46333,17.81947,24.082857,18.170311,-3.9210856,7.1014805,3.809279,-0.7068584,2.992417,-2.1112528,1.881713,2.1489687
82,España,1200.3222050855202,1311.6765775545284,2186.4542322834645,-368.72546,140.96838,21.030886,25.531385,20.167637,2.0933044,9.759339,2.303887,1.5616016,6.8812475,-0.61720365,5.007446,6.190728
83,España,890.0621964382166,1281.6375476362834,1660.9555115273774,-396.3568,118.96608,28.017324,20.705746,19.981583,7.7776957,9.88281,7.1562247,4.8866053,5.867828,1.2823952,4.3273263,7.3218083
84,España,1263.4350336820762,1371.674661001882,2381.4572704081634,-377.84082,136.2071,19.093052,24.113075,22.043943,0.6616784,5.558468,4.2092648,3.8870456,4.7965403,-1.701506,4.0192,4.0586724
85,España,1227.3343171875588,1300.922461781831,2277.0498331310678,-340.18707,139.96739,25.527395,18.664196,14.372973,-0.9094434,6.5107574,2.6809056,-1.337485,2.8890576,-0.68573606,1.998532,3.9591465
86,España,1100.362615439467,1330.524848109111,2159.4200388026607,-388.47867,141.738,17.823887,12.62757,19.877968,4.7462106,6.606898,6.460303,2.9008536,1.9791472,-0.14536518,4.035516,3.5622342
87,España,1588.1066959049044,1446.3000473589675,2802.285558637084,-358.64706,133.82765,16.234772,28.956764,16.281826,-5.837923,12.36527,5.8367815,-3.9807992,1.4954537,-0.18225595,4.0838604,1.7230998
88,España,1191.782828892707,1310.4357514195829,2210.03125,-364.09778,154.60768,19.722221,23.630247,22.066105,-0.6005634,7.624175,4.0091915,-3.1800742,0.8052059,0.93107045,4.429775,1.348772
89,España,970.2586018423177,1413.5408371056942,1898.0011635638298,-424.1064,115.19657,25.548096,23.775454,21.49722,11.77534,18.654839,9.908548,1.8124322,5.5537977,4.4221053,6.698735,5.9048586
90,España,1843.969217548629,1600.7282194521076,3568.7905844155844,-390.28238,109.80228,-11.231738,3.7272902,11.556757,-6.0668945,-3.7238948,-12.444413,-8.634476,2.0569453,-8.735326,-3.0552483,6.2537436
91,España,1656.582162306597,1448.1430257481843,3055.0076844262294,-388.07266,126.163185,-6.4004655,12.512749,23.164282,-3.8873932,-9.260719,-17.766796,-12.478393,1.0451251,-6.509568,-2.9423165,2.9137132
92,España,1603.7957536244485,1351.9522376598782,2897.570695244957,-366.10306,144.96062,-9.194321,5.620962,18.532284,-4.9744825,-6.595651,-16.056255,-13.940503,-2.8083663,-9.834328,-3.5076325,4.0816684
93,España,1817.1666678126378,1568.0341480489642,3544.4981296758106,-401.2383,123.56684,-21.875874,13.038068,28.461782,-1.2227913,-5.635133,-17.184708,-10.74648,4.624477,-5.9118633,-3.4817278,3.0032873
94,España,1720.011082286535,1492.5798953457402,3279.6220633299286,-372.39792,132.19041,-18.916115,11.673598,27.56244,-5.118567,-8.397966,-15.259502,-13.687449,-0.95828414,-5.8757024,-2.794866,1.2393125
95,España,1611.994549879289,1432.523396234611,3040.869140625,-397.13068,134.35316,-8.350523,8.131864,22.360682,0.17572804,-6.4435687,-20.12923,-13.126878,4.0437827,-5.747099,-4.3662825,1.2175511
96,España,1645.468627508741,1517.5073135654345,3165.349372079439,-367.2236,120.16273,-7.6272955,11.66782,20.925909,-5.563842,-12.406817,-19.637333,-7.8050227,5.26307,-7.8621154,-4.7960024,1.1951556
97,España,1641.8250101546473,1506.8549374037354,3163.8513513513512,-423.09637,102.88721,-2.123387,6.9038916,14.206787,-3.6622515,-7.6586137,-13.453658,-6.280424,1.6929276,-8.812939,-5.078314,0.43393746
98,España,1521.8188952788405,1391.4008746831043,2864.1603017883754,-374.44754,146.29675,-11.22175,9.363991,23.909655,-1.0028138,-5.2480907,-20.047266,-15.655453,1.4044698,-7.685821,-2.5577443,6.105668
99,España,1596.977588692964,1388.05049409216,2904.625320924262,-269.21097,173.7774,-12.835637,38.63782,36.74176,-7.795725,18.024643,3.059601,-12.730903,14.973721,7.491868,0.14823824,6.77998
100,España,1633.8027338087434,1377.8303913493523,2943.470042113323,-298.65482,165.64,-12.969506,24.98728,29.376495,-8.304255,9.324505,-1.4506147,-11.65093,11.592571,7.2856064,3.7909365,8.388473
101,España,1757.183934149081,1491.6194065214283,3215.063820422535,-316.33325,139.93015,-5.8201966,27.268951,25.346384,-12.508253,6.961889,3.9767246,-9.232142,8.643945,9.126909,1.4903235,0.9537812
102,España,1844.5209317977542,1470.2575634466039,3406.134430473373,-321.02847,145.77461,-18.520739,15.022805,22.178507,-11.103263,8.574301,5.9777946,-4.709137,9.996057,3.936284,1.667814,6.99779
103,España,1211.630260580592,1261.449214511107,2258.385509838998,-299.16116,171.67706,6.6325197,26.21871,30.37521,1.2623407,15.863899,6.9244294,-5.7922287,8.091074,3.7486758,1.6286495,4.4382024
104,España,1865.0745366842693,1519.5123440617263,3399.037556475904,-284.60825,155.62091,-27.081842,46.00101,45.699047,-11.186188,9.22464,-6.438748,-13.932111,19.807987,4.3935666,-3.44262,8.865349
105,España,1794.706055219708,1577.6711498499812,3463.6219183359012,-319.59604,144.46092,-38.878387,9.588878,20.108015,-14.046196,1.0317973,-9.124257,-10.417442,2.632667,-14.883695,-10.1248255,1.0325917
106,España,685.9181295799648,781.9852898327971,1265.828047648515,-394.25348,137.7341,33.19465,6.782471,29.150717,22.813026,-6.509009,-15.538971,-2.7352366,6.1751566,3.2137783,-0.49061936,-0.3853267
107,España,640.6279901242305,754.9883641476717,1196.3506711409395,-408.1317,120.95467,40.972343,11.898143,23.835688,21.049047,-1.3054986,-11.0147,-1.5915121,6.6415277,3.925209,-1.3314562,-2.1163108
108,España,791.8196390797289,753.1583315621524,1485.5458388594163,-355.58972,162.07823,37.70543,-0.46384865,19.80659,15.238501,-10.552821,-15.852808,-2.9613004,1.9255598,-3.3417716,-4.3100204,-0.1613882
109,España,811.0179674493776,729.8912173259374,1430.8131432246998,-339.35757,173.54181,33.448597,-10.236352,15.056798,13.860705,-14.786835,-22.202324,-6.041508,2.9889722,-1.7959487,-3.3674693,1.8209602
110,España,606.2078896014507,740.0251015895973,1030.991972477064,-398.7964,115.774055,39.807083,13.188359,23.425081,18.508299,-2.396252,-8.803691,1.6883966,7.8746676,3.7275999,0.4958607,1.8444933
111,España,517.9265902686309,653.965312487928,831.4285714285714,-411.06686,143.97145,54.8122,17.450123,21.253141,14.366735,-3.8200471,-7.479082,1.4002547,5.090901,1.8810399,0.067706585,0.3765093
112,España,508.88834977113675,690.745667317414,871.8555497925311,-410.8818,128.22374,48.29899,15.865108,24.104317,21.2529,1.8679701,-4.5795846,5.600911,10.141981,2.7285938,-1.8948886,1.8435996
113,España,525.6930586012323,703.8596767948799,886.5489130434783,-416.52017,115.634926,48.34372,19.476002,23.670216,19.302967,1.4587264,-6.328028,0.8609022,6.676163,3.8119495,-0.0046754447,-0.09833806
114,España,636.2302530251884,769.1961024684822,1105.5249550359713,-426.4089,128.81682,41.84153,13.621801,24.366594,16.427467,-4.4691124,-7.4162545,3.62563,8.577818,5.4753094,3.7508008,4.486018
115,España,2057.4035678197397,1631.7861176341103,3757.130748820755,-441.84448,115.6238,-3.6796627,30.905514,22.894651,-7.1877995,1.6620673,-16.519342,-20.375536,0.038229816,-2.9500923,-3.9988322,0.43799952
116,España,2162.2639716465096,1686.9190203867024,3995.2662300683373,-444.9797,109.796295,-9.636994,28.65692,23.802267,-5.436008,4.3044577,-14.929647,-19.675804,1.029198,-4.7238092,-6.6134763,-1.4681579
117,España,2327.0283854751774,1585.9923095674976,3796.3341346153848,-470.2878,115.99064,-1.3107738,35.60413,20.439503,-11.092734,4.3896003,-17.805298,-25.729746,0.35827574,-4.7622666,-11.207844,-3.758808
118,España,1714.1585516427403,1530.1700643438544,3204.1482997481107,-406.63577,113.199326,5.9839063,26.161,26.153097,-2.0755942,-2.357799,-14.546341,-20.237577,-4.8528132,-4.3754807,-8.620598,-3.0130556
119,España,1533.545821535304,1429.6843624615892,2865.4308431952663,-401.85266,146.98198,2.02353,20.844112,19.885756,-7.3836727,1.5225936,-15.144487,-25.446383,-3.3719096,-1.8972099,-7.6343403,0.3504929
120,España,1758.3792932829924,1473.7733875049341,3240.8563198324023,-386.57343,121.16771,4.764934,22.832062,27.31459,-7.1292915,-13.870029,-19.183186,-19.644665,-5.3453493,-5.8810143,-11.267046,-3.9860275
121,España,2231.010417764911,1601.9386182473554,3872.5875890736343,-416.66257,121.81571,-11.605015,27.291906,20.299997,-14.583696,-1.5896921,-16.874199,-25.186913,-4.2932944,-4.8511205,-7.078533,0.8311909
122,España,1898.471002504428,1486.1546496714648,3343.2843543046356,-369.2868,140.51453,-2.4990926,25.626764,20.86651,-12.841059,-4.5858684,-18.31799,-20.34168,2.3523347,-4.2119937,-9.910286,1.930621
123,España,1954.4876401506408,1477.4450031580297,3418.560018610422,-364.39093,135.23253,-7.684084,26.095749,22.528439,-14.995221,-4.8722844,-17.52816,-25.99773,-1.885086,1.896598,-4.1562304,0.24167188
124,España,2153.1124847243736,1759.5699850037197,4084.462178111588,-329.1956,180.69698,-66.4707,15.308017,14.984337,-19.548388,22.932976,-4.763976,-11.0873575,12.481013,-10.982429,1.1412364,11.4017105
125,España,2407.9535248162483,1820.5635406533813,4478.296042899408,-331.63135,165.80496,-68.56642,24.852854,20.16243,-19.367035,24.93951,-4.594567,-12.276468,14.586665,-7.5744643,2.3181486,9.339445
126,España,2516.38883926036,1843.1939103275345,4638.134366485014,-339.89877,144.49858,-62.573547,17.384933,19.748491,-15.752698,19.255028,-1.4213169,-5.953812,14.888025,-5.858817,1.7090085,8.862237
127,España,2268.936595125956,1786.5445810145698,4245.199022346369,-335.956,164.78996,-61.439224,11.520549,12.495577,-17.951906,21.513346,-3.7926507,-10.582396,12.344795,-8.348004,2.3973968,13.246274
128,España,2336.698648375949,1801.5842334899255,4413.507836102719,-470.8282,160.68861,-65.565765,17.945917,19.533493,-18.134619,19.014221,-2.8676054,-6.3002367,13.558144,-11.080575,0.087396815,10.821473
129,España,2234.144233559273,1783.3574362778716,4209.171195652174,-423.1146,156.03075,-54.789814,17.04997,19.759623,-14.705471,17.253881,-3.8585093,-8.801136,11.25167,-8.223749,-0.6162108,6.9985905
130,España,2220.7403910622133,1749.2676052492777,4180.889423076923,-413.53235,158.72441,-59.228107,13.272837,27.04972,-10.11782,11.818815,-5.582099,-5.775852,11.578183,-8.492345,0.34963995,7.1853557
